Location	MC.Top	Location	MC.Left	Location	MC.Bottom	Location	MC.Right	Location	TL.Top	Location	TL.Left	Location	TL.Bottom	Location	TL.Right	Location	TR.Top	Location	TR.Left	Location	TR.Bottom	Location	TR.Right	Location	BR.Top	Location	BR.Left	Location	BR.Bottom	Location	BR.Right	Location	BL.Top	Location	BL.Left	Location	BL.Bottom	Location	BL.Right
ROI	1898:1441:1938:1481	ROI	1872:1475:1912:1515	ROI	1906:1501:1946:1541	ROI	1932:1467:1972:1507	ROI	368:563:408:603	ROI	330:588:370:628	ROI	352:621:392:661	ROI	389:597:429:637	ROI	3428:593:3468:633	ROI	3406:626:3446:666	ROI	3443:651:3483:691	ROI	3466:618:3506:658	ROI	3135:1851:3175:1891	ROI	3101:1877:3141:1917	ROI	3125:1910:3165:1950	ROI	3160:1885:3200:1925	ROI	659:1845:699:1885	ROI	634:1880:674:1920	ROI	670:1904:710:1944	ROI	694:1870:734:1910
Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF
0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000
12.000000	0.939900	12.000000	0.943700	12.000000	0.942200	12.047619	0.940000	12.619048	0.965400	12.047619	0.955900	12.333333	0.967200	12.095238	0.955500	12.285714	0.804600	11.952381	0.775900	12.190476	0.813300	11.952381	0.774800	12.047619	0.878900	12.000000	0.877000	12.047619	0.878300	12.000000	0.873200	12.095238	0.966400	12.047619	0.985700	12.142857	0.971700	12.047619	0.982900
24.000000	0.789900	24.000000	0.805300	24.000000	0.791100	24.047619	0.791300	25.190476	0.889600	24.095238	0.849200	24.714286	0.891400	24.142857	0.848500	24.619048	0.401500	23.904762	0.370500	24.333333	0.420500	23.904762	0.368800	24.095238	0.593200	24.000000	0.600600	24.095238	0.598000	24.000000	0.588600	24.190476	0.898400	24.142857	0.945100	24.285714	0.912700	24.047619	0.941200
36.000000	0.591800	36.000000	0.619200	36.047619	0.596700	36.095238	0.597900	37.809524	0.792200	36.142857	0.727300	37.047619	0.800900	36.238095	0.723700	36.904762	0.100200	35.809524	0.132200	36.523810	0.110100	35.857143	0.137800	36.142857	0.307200	36.047619	0.329000	36.190476	0.309600	36.047619	0.322400	36.285714	0.820100	36.190476	0.886200	36.428571	0.831800	36.095238	0.888200
48.000000	0.390600	48.000000	0.425800	48.047619	0.396000	48.142857	0.400500	50.380952	0.699600	48.238095	0.611700	49.380952	0.703300	48.333333	0.604900	49.238095	0.025400	47.761905	0.092400	48.666667	0.026800	47.857143	0.089300	48.190476	0.148000	48.047619	0.168500	48.238095	0.145400	48.047619	0.164200	48.380952	0.742000	48.285714	0.820300	48.571429	0.756700	48.142857	0.828700
60.000000	0.211300	60.047619	0.250400	60.047619	0.222900	60.190476	0.231300	63.000000	0.612100	60.285714	0.508900	61.761905	0.625300	60.428571	0.506300	61.523810	0.031400	59.714286	0.083000	60.857143	0.042300	59.809524	0.075800	60.238095	0.130000	60.047619	0.087400	60.285714	0.129300	60.047619	0.087500	60.428571	0.659700	60.333333	0.765600	60.714286	0.672400	60.190476	0.774700
72.000000	0.083100	72.047619	0.127800	72.047619	0.096200	72.190476	0.115900	75.571429	0.539300	72.333333	0.431900	74.095238	0.563400	72.476190	0.432300	73.857143	0.050400	71.666667	0.050700	73.047619	0.067700	71.761905	0.044500	72.285714	0.120500	72.047619	0.052600	72.333333	0.115600	72.047619	0.058300	72.523810	0.583400	72.380952	0.711400	72.857143	0.611000	72.190476	0.720000
84.000000	0.045100	84.047619	0.069800	84.047619	0.054200	84.238095	0.073200	88.190476	0.486300	84.380952	0.396200	86.428571	0.512300	84.571429	0.379100	86.142857	0.049900	83.619048	0.022500	85.190476	0.064600	83.714286	0.025800	84.333333	0.098500	84.047619	0.057700	84.380952	0.090900	84.095238	0.061500	84.619048	0.518500	84.476190	0.654400	85.000000	0.541200	84.238095	0.663400
