Location	MC.Top	Location	MC.Left	Location	MC.Bottom	Location	MC.Right	Location	TL.Top	Location	TL.Left	Location	TL.Bottom	Location	TL.Right	Location	TR.Top	Location	TR.Left	Location	TR.Bottom	Location	TR.Right	Location	BR.Top	Location	BR.Left	Location	BR.Bottom	Location	BR.Right	Location	BL.Top	Location	BL.Left	Location	BL.Bottom	Location	BL.Right
ROI	1897:1441:1937:1481	ROI	1872:1475:1912:1515	ROI	1905:1501:1945:1541	ROI	1931:1467:1971:1507	ROI	365:562:405:602	ROI	327:587:367:627	ROI	349:620:389:660	ROI	386:596:426:636	ROI	3429:592:3469:632	ROI	3408:625:3448:665	ROI	3445:650:3485:690	ROI	3467:616:3507:656	ROI	3137:1852:3177:1892	ROI	3103:1877:3143:1917	ROI	3127:1911:3167:1951	ROI	3162:1886:3202:1926	ROI	657:1846:697:1886	ROI	632:1880:672:1920	ROI	668:1905:708:1945	ROI	692:1871:732:1911
Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF	Spatial Frequency [lp/mm]	MTF
0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000
12.000000	0.981100	12.000000	0.981400	12.000000	0.979500	12.047619	0.977200	12.523810	0.974600	12.047619	0.976300	12.333333	0.976000	12.047619	0.977300	12.380952	0.880700	12.000000	0.848700	12.238095	0.886500	12.000000	0.845600	12.047619	0.932400	12.047619	0.939700	12.095238	0.938700	12.000000	0.932400	12.095238	0.964800	12.047619	0.981100	12.142857	0.973100	12.095238	0.980600
24.000000	0.930400	24.000000	0.938100	24.000000	0.930100	24.047619	0.928500	25.095238	0.914900	24.047619	0.925500	24.666667	0.915300	24.095238	0.925800	24.714286	0.607700	24.000000	0.528400	24.428571	0.619500	24.000000	0.517900	24.047619	0.771000	24.095238	0.784800	24.142857	0.781300	24.047619	0.771000	24.190476	0.883900	24.142857	0.924200	24.238095	0.904800	24.142857	0.926900
36.000000	0.862900	36.000000	0.875900	36.000000	0.861300	36.095238	0.860900	37.619048	0.835700	36.095238	0.862500	37.000000	0.835200	36.095238	0.863900	37.095238	0.326200	36.047619	0.260800	36.666667	0.334500	36.047619	0.258800	36.095238	0.578000	36.095238	0.603200	36.238095	0.591800	36.047619	0.585500	36.333333	0.787800	36.190476	0.841300	36.380952	0.806500	36.238095	0.854800
48.047619	0.777600	48.047619	0.803500	48.000000	0.785600	48.142857	0.783100	50.142857	0.742500	48.095238	0.791000	49.380952	0.739200	48.142857	0.794200	49.428571	0.141200	48.047619	0.143300	48.857143	0.146200	48.047619	0.146100	48.142857	0.410300	48.142857	0.438700	48.333333	0.419900	48.047619	0.425900	48.428571	0.689100	48.285714	0.744300	48.523810	0.703900	48.285714	0.764900
60.047619	0.688700	60.047619	0.720600	60.000000	0.706000	60.190476	0.698700	62.666667	0.648500	60.142857	0.710700	61.714286	0.648200	60.190476	0.719000	61.809524	0.069300	60.047619	0.124400	61.095238	0.067400	60.047619	0.130400	60.190476	0.279200	60.190476	0.316300	60.428571	0.296100	60.047619	0.305500	60.523810	0.591500	60.333333	0.637200	60.666667	0.604400	60.380952	0.667200
72.047619	0.603200	72.047619	0.641800	72.000000	0.624200	72.190476	0.619100	75.238095	0.559800	72.190476	0.632600	74.047619	0.553100	72.238095	0.643600	74.190476	0.032700	72.047619	0.117400	73.285714	0.028300	72.047619	0.122400	72.190476	0.207000	72.238095	0.226800	72.476190	0.218200	72.095238	0.222400	72.619048	0.507300	72.428571	0.527200	72.761905	0.511200	72.428571	0.564100
84.047619	0.517700	84.047619	0.558300	84.000000	0.532000	84.238095	0.537300	87.761905	0.471700	84.190476	0.556900	86.380952	0.467300	84.285714	0.577000	86.523810	0.048200	84.095238	0.085600	85.523810	0.043300	84.095238	0.097300	84.238095	0.168600	84.238095	0.162500	84.571429	0.177900	84.095238	0.162000	84.761905	0.434100	84.476190	0.426400	84.904762	0.428600	84.523810	0.478800
